ID;SRC;TAR
14886;dokumentatsiooni indekseerimine;индексация документации
14887;dokumendilaenutus;выдача документов
14888;raamatukogudevaheline laenutus;выдача по межбиблиотечному обмену
14889;valikteadistus;избирательное распространение информации
1489;riietus;одежда
14893;otsustusabisüsteem;система обеспечения принятия решений
14894;tarkvaraarendus;разработка программных средств
14898;mitmevärviskanner;многоспектральное сканирующее устройство
14899;eraldusvõime;разрешающая способность
1490;tekstiilitööstus;производство одежды
14900;piksel;пиксел
14901;spektririba;спектральная полоса
14902;pildi tuvastamistunnus;идентификация объекта наблюдения
14903;pilditöötluse digitaalsüsteem;цифровая система обработки изображений
14904;digitaalpilditöötlus;методы обработки цифровых изображений
14905;kujutuvastus;распознавание образов
14906;mosaiik;монтаж спутниковых или аэрофотоснимков
14907;satelliitpildifiltrimine;фильтрация изображений
14908;pildiväärindus;усиление изображений
14909;geomeetriakorrektsioon;поправки на геометрию
1491;pilv;облако
14910;kujutise geokodeerimine;регистрация изображений
14911;satelliitpildiliigitus;классификация изображений
14914;pseudokoloreerimine;комбинированное цветное изображение
14915;atmosfäärikorrektsioon;поправки на атмосферу
14916;geoinfosüsteem;цифровая система ГИС
14917;kaugseireandmevorming;цифровой формат ГИС
14918;vektor;вектор
14919;punkt;координата
14920;liin;линия вектора
14922;raster;растр
14924;digiteerimistehnika;цифровые средства ГИС
14926;koordinaatvõrk;географическая привязка
14930;riigipiir;национальная граница
14931;riigisisene piirjoon;внутринациональная граница
14932;halduspiir;административная граница
14933;georefereeritud andmed;данные дистанционного зондирования
14934;kaardiprojektsioon;географическая проекция
14935;koordinaatsüsteem;система координат
14938;kaugseirekeskus;центр дистанционного зондирования
14947;allmaaprügila;могильник
14955;asulaväline ala;внешнее пространство
14956;süvamerekaevandamine;глубоководная разработка полезных ископаемых
14959;elektrikaubatööstus;производство электротехнических изделий
14960;teenindusettevõte;компания в области услуг
14962;vee kvaliteedi ennistamine;восстановление воды
14963;kohtküte;местное теплоснабжение
14964;ekspediitor;экспедитор
14965;jäätmetekke vältimine;безотходное производство и потребление
14966;looduse sõltumatuse seadus;закон естественной независимости
14971;rahvusvaheline tehing;международная сделка
14972;teede rajamine;прокладывание дорог
14974;kodanikualgatus;гражданская инициатива
14975;ülekoormatud paik;районы напряженной экологической обстановки
14976;ladustamine;хранение
14982;mäestikukaitseala;горное убежище
1499;koagulatsioon;коагуляция
15020;isoleermaterjal;изоляционный материал
1505;kivisöegaasi tootmine;газификация угля
1506;söe veeldamine;ожижение угля
1507;söe kaevandamine;добыча угля
1509;söe rikastamine;обогащение угля
151;aerodünaamiline müra;аэродинамический шум
1511;söetehnoloogia;гидрогенизация угля
1512;rannik;берег
1513;rannikupiirkond;береговая зона
1515;rannikupiirkonna arendamine;освоение морских прибрежных районов
1516;rannikuökosüsteem;прибрежная экосистема
1517;rannikukeskkond;прибрежная среда
1520;rannapüük;прибрежное рыболовство
1523;rannikureostus;загрязнение побережий
1526;rannikuvesi;прибрежные воды
1527;rannikupiirkonna planeerimine;планирование прибрежных зон
1528;rannavalve;спасательная служба на воде
1532;koobalt;кобальт
1536;keemiline hapnikutarve;химическое потребление кислорода
1541;juhend;обычаи и практика
1542;kood;кодекс
1548;ainuõõsne;кишечнополостные
1553;koospõletamine;одновременное сжигание отходов
1554;koks;кокс
1556;külm;холод
1559;külma piirkonna ökosüsteem;экосистема холодной зоны
1567;kolloid;коллоид
1568;kolloidolek;коллоидное состояние
1569;asustamine;колонизация
157;aerosool;аэрозоль
1570;kolorimeetria;колориметрия
1576;segareovesi;смешанные сточные воды
1578;süttivus;способность к горению
1582;sisepõlemismootor;двигатель внутреннего сгорания
1583;heitgaas;выхлопной газ
1584;põlemisjääk;продукты нагара
1588;kaubastamine;коммерциализация
1590;kaubandusõigus;коммерческое право
1591;kaubandusmüra;шум от производственной деятельности
1594;kaubaveod;движение грузового транспорта
1595;kaubaveok;грузовое транспортное средство
1596;kaubandusjäätmed;отходы торговых предприятий
1601;taval põhinev kokkulepe;общее соглашение
1613;kooslus;экологическое сообщество
1616;Euroopa Ühenduse õigus;законы Сообщества
1618;üldsuse osalemine;участие общественности
1622;pendelliiklus;пригородный транспорт
1625;tihendamine;прессовка
1628;ettevõtte strateegia;политика компании
163;esteetika;эстетика
1630;võrdlev õigusteadus;сравнительное право
1631;võrdluskatse;сравнительный тест
1632;võrdlus;сравнение
1633;hüvitis;компенсация
1636;tasendusmeede;компенсационная мера
1637;tasendusmaks;компенсационный налог
1638;konkurents;биологическая конкуренция
1639;majanduskonkurents;экономическая конкуренция
1641;konkurentsivõime;конкурентоспособность
1646;kompleksimoodusti;соединяющий реагент
1647;liitreostus;смешанное загрязнение
1649;kompost;компост
1651;kompostitavad jäätmed;компостные отходы
1652;kompostimine;компостирование
1653;kompostimine omal krundil;компостирование производителем
1659;kokkusurumine;компрессия
1660;kompressor;компрессор
1663;sundvaldus;обязательное использование
1669;Euroopa Ühendused;Европейские Сообщества
167;metsastamine;облесение
1677;betoon;бетон
1679;betoontootetööstus;производство изделий из бетона
1686;juhtivus;проводимость
1689;eesmärkide lahknemine;конфликт целей
1690;huvide lahknemine;конфликт интересов
1691;kongress;конгресс
1692;okaspuu;хвойные
170;Aafrika;Африка
1704;mageveekaitse;сохранение пресной воды
1706;geenivarakaitse;сохранение генетических ресурсов
1708;mälestisekaitse;сохранение памятников
171;järelpõletus;дожигание
1712;riigiõigus;конституционное право
1718;ehitusmasinad;строительное оборудование
1724;ehitusmüra;строительный шум
1725;seadmeehitus;строительство зданий и сооружений
1728;ehitustehnoloogia;строительная технология
173;vanus;возраст
1730;ehitamine taaskasutusmaterjalist;строительство из вторичных материалов
1732;nõustamine;консультация
1737;tarbekaubad;потребительские товары
1738;tarbijarühm;группа потребителей
1739;tarbijateave;информация для потребителя
1740;tarbijakaitse;защита потребителя
1742;tarbimisjäätmed;бытовые отходы
1745;tarbimisstruktuur;структура потребления
1746;konteiner;контейнер
1751;saastatud pinnas;загрязненная почва
1752;saastumine;загрязнение
1759;püsikoormus;постоянное загрязнение
1762;leping;контракт
1763;lepinguline koristaja;профессиональные услуги по уборке
1769;ülepõletamine;огневая культивация
1772;kontrollitav jahipiirkond;регионы разрешенной охоты
1773;juhtiv ametkond;контролирующие полномочия
1774;juhtimismeede;меры контроля
1775;linnastu;большой город с пригородами
1777;tavaenergia;традиционный источник энергии
1781;jahutamine;охлаждение
1782;jahutusõli;охлаждающее масло
1786;jahutusvesi;охлаждающая вода
1787;koostöö;сотрудничество
1788;koostööpõhimõte;принцип сотрудничества
1792;vask;медь
1794;korall;коралл
1796;korallrahu;коралловый риф
1800;kork;пробка
1807;koridor;коридор
1808;korrosioon;коррозия
1813;kosmeetikatööstus;производство косметики
1814;kosmiline kiirgus;космическое излучение
1820;kulude suurenemine;увеличение расходов
1822;kulude katmise baas;условие покрытия расходов
1823;kulude vähenemine;снижение расходов
1824;maksumus;стоимость
1826;rahvamajanduskulud;национальные экономические расходы
1827;puuvill;хлопок
1837;maakond;графство
1842;kohus;суд
1846;kate;покрытие
185;agrobiotehnoloogia;сельскохозяйственная биотехнология
1850;käsitöö;ремесло
1854;krediidiabi;кредитная помощь
186;põllumajandushoone;сельскохозяйственное строение
1860;kuritegevus;преступление
1862;kriminaalõigus;уголовное право
1864;kriitiline tase;критический уровень
1865;kriitiline koormus;критическая нагрузка
1870;krokodill;крокодил
1874;taimekaitse;защита посевов
1875;külvikord;ротация сельскохозяйственных культур
1877;taimekasvatusjäätmed;отходы сбора сельскохозяйственных культур
1880;ülekäigukoht;дорожный переход
1881;loomaülekäigukoht;места для перехода животных
1888;ristlus;круизы и морские путешествия
1891;kristallisatsioon;кристаллизация
1892;kristallograafia;кристаллография
1898;kultuurtaim;культивируемое растение
1899;viljelus;культивация
1902;viljelusviis;метод культивации
1909;kultuuri areng;культурное развитие
1911;kultuuriasutus;учреждение культуры
1912;kultuuripärand;культурное наследие
1917;kultuuripoliitika;политика в области культуры
1926;õppekava;кадровая анкета
1928;kombed ja tavad;обычай и практика
1929;toll;таможенные сборы
1931;tsüanaat;цианат
1933;tsüaniid;цианид
194;põllumajandusheitmed;сельскохозяйственные стоки
1945;tsütoloogia;цитология
1946;tsütotoksilisus;цитотоксичность
195;agrotehnoloogia;агротехника
1950;piimatalu;молочная ферма
1951;piimatööstus;молочная промышленность
1952;piimasaadus;молочный продукт
1955;pais;дамба
1956;kahju;ущерб
1958;sõjaväemanöövrite tekitatud kahju;ущерб от военных маневров
1959;kahju vältimine;предотвращение ущерба
1969;ohtlikud kaubad;опасные товары
197;põllumajandusseadmed;сельскохозяйственное оборудование
1974;andmehõive;получение данных
1975;andmeanalüüs;анализ данных
1981;andmekandja;носитель данных
1984;andmevahetus;обмен данными
1988;andmekaitse;защита данных
1989;andmesalvestustehnika;технология записи данных
199;põllumajanduskasutus;сельскохозяйственная эксплуатация
1993;lagusaadus;продукт разложения
1996;DDT;ДДТ
20;talutav riskitase;приемлемый уровень риска
2000;võlg;долг
2002;nõrutamine;сцеживание
2003;detsentraliseerimine;децентрализация
2005;lehtpuu;лиственное дерево
2006;otsus;решение
2009;otsustamine;процесс принятия решения
2014;lagunemine;разложение
202;põllumajandusmaa;сельскохозяйственные угодья
2020;määrus;декрет
2023;süvameresete;запасы в открытом море
2025;süvamerepüük;рыболовство в открытом море
2029;hirv;олень
2031;kaitse;защита
2035;defoliatsioon;дефолиация
2036;raadamine;сведение лесов
2039;lagundatavus;способность к разложению
204;põllumajandusmaastik;сельскохозяйственный ландшафт
2041;loodusvarade vähenemine;деградация природных ресурсов
2042;lagusaadus;продукт разложения
2048;trükivärvi eemaldamine;удаление типографской краски
2050;süü;преступность
2052;delta;дельта реки
2053;nõue;спрос
2054;demokraatia;демократия
2055;rahvastiku kasv;демографическое развитие
2056;rahvastikuprotsess;демографическая эволюция
206;agraarõigus;сельскохозяйственное право
2066;tõestatavus;способность демонстрировать
2069;dendrokronoloogia;дендрохронология
207;põllumajandusmasinad;сельскохозяйственные машины
2070;dendromeetria;дендрометрия
2071;denitrifikatsioon;денитрификация
2072;heitgaasi denitrifitseerimine;денитрификация газовых отходов
208;põllumajandustootmise juhtimine;управление в сельском хозяйстве
2083;sadenenud kübemed;осажденные частицы вещества
2084;sadenemine;отложение осадочных материалов
2088;riigi vahelesegamise vähendamine;либерализация
2093;nahktiivaline;семейство Dermaptera
2098;magestamine;опреснение
2099;magestusseade;опреснительная установка
21;kokkulepe;соглашение
210;agrotehnika;агротехнические методы
2103;kõrb;пустыня
2109;kõrbestumistõrje;контроль за опустыниванием
2111;kõrbetirts;саранча
2115;projekt;чертеж
2117;kabinetiuuring;кабинетное исследование
2119;desorptsioon;десорбция
212;põllukahjur;сельскохозяйственные вредители
2127;avastamine;обнаружение
2129;detektor;детектор
213;põllumajanduse planeerimine;планирование сельского хозяйства
2139;määramismeetod;метод детерминации
2147;arenenud maa;развитая страна
215;agraarpoliitika;сельскохозяйственная политика
2151;arengumaade võlg;долг развивающихся стран
2152;arengumaa;развивающаяся страна
2155;arenguabi;помощь развитию
2156;arengupiirkond;развивающийся район
2158;arengumudel;образец развития
2159;arengulaad;модель развития
216;põllumajandusreostus;сельскохозяйственное загрязнение
2160;arengu planeerimine;планирование развития
2161;arengukava;план развития
2167;dialüüs;диализ
2179;diiselkütus;дизельное топливо
2182;diferentseerumine;биологическая дифференциация
2185;hajureostusallikas;различные источники загрязнения
2186;difusioon;диффузия
219;põllumajandustoodang;сельскохозяйственное производство
2195;maapinna digitaalmudel;цифровая модель земной поверхности
2196;digiteerimine;оцифровка
22;juurdepääsutee;подъездные дороги
220;põllumajandussaadus;сельскохозяйственная продукция
2200;lahjendatud hape;разбавленная кислота
2207;dioksiin;диоксин
2211;otseheiteallikas;прямой выброс
2212;direktiiv;директива
2216;õnnetustagajärgede kõrvaldamine;устранение последствий стихийного бедствия
2220;õnnetusvalmidus;готовность к стихийным бедствиям
2221;õnnetustõrje;предупреждение стихийных бедствий
2222;õnnetusabi;помощь при стихийных бедствиях
2227;äravoolurežiim;дебит реки
2233;haiguse põhjus;причина болезни
224;põllumajandussaaduste hoidla;хранение сельскохозяйственной продукции
2242;laadimisteatis;уведомление об отправке
2245;dispersioon;дисперсия
2246;hajumisarvutus;расчет дисперсии
2247;pagulane;перемещенное лицо
2253;matusekorraldus;погребальные услуги
2254;sõjavarustuse kõrvaldamine;утилизация материалов военного назначения
2257;lahustamine;растворение
2259;lahustunud orgaaniline süsinik;растворенный органический углерод
2263;konkurentsi kahjustamine;нарушение условий конкуренции
2264;jaotumine;распределение
2269;kaugküte;районное централизованное теплоснабжение
2270;kaugküttejaam;коммунальная отопительная установка
2275;hüljatud sõjaväeala;заброшенная военная площадка
2276;kraav;канава
2279;DNA;ДНК
2282;dokument;документ
2284;dokumentatsioon;документация
2285;dokumendikeskus;центр документации
2286;dokumenditüüp;тип документа
2287;koer;собака
229;põllumajandusjäätmed;отходы сельского хозяйства
2290;majapidamisseade;бытовой прибор
2291;kodustatud loom;домашнее животное
2294;kerge kütteõli;бытовое жидкое топливо
2298;olmemüra;бытовой шум
23;juurdepääs kultuuriväärtustele;доступ к культурным ценностям
2300;sisekaubandus;внутренняя торговля
2304;olmejäätmeprügila;свалка бытового мусора
2305;olmereovesi;бытовые жидкие отходы
2309;annuse ja toime suhe;взаимоотношение дозы и эффекта
2315;seaduseelnõu;проект законодательного документа
2316;kiil;стрекоза
2319;kuivendus;дренаж
232;põllumajandus;сельское хозяйство
2324;veoloom;рабочий скот
2327;süvendamine;землечерпательные работы
233;põllumajanduslik suurtootmine;сельское хозяйство и животноводство
2332;triivpüük;дрифтерный лов
2333;puurimine;бурение
2336;puurseade;буровая установка
2339;joogivesi;питьевая вода
2343;joogiveevarustus;обеспечение питьевой водой
2347;põud;засуха
235;põllumajanduse arendamise raamkava;перспективный сельскохозяйственный план
2350;põuatõrje;борьба с засухой
2352;ravimite kuritarvitamine;злоупотребление наркотиками
2354;ravim;лекарство
2358;kuivpuhastus;химическая чистка
2359;kuivsadenemine;сухое осаждение
2363;kuivatamine;высыхание
2364;kontsentriline rahvamajandus;многоукладная экономика
237;agrokemikaal;агрохимикат
2377;luide;дюна
2380;päikesepaiste kestus;продолжительность солнечного дня
2381;tolm;пыль
2383;tolmuimmissioon;выброс пыли
2384;tolmuärastus;удаление пыли
2386;registreerimiskohustus;обязательная регистрация
2387;eluruum;жилище
239;agraarmetsandus;агролесоводство
2394;tammikindlustus;укрепление дамб
2398;varajase hoiatamise süsteem;система раннего оповещения
24;juurdepääs merele;доступ к морю
240;agrotööstus;агроиндустрия
2400;maakoor;земная кора
2402;maavärin;землетрясение
2406;Päikese mõju Maale;взаимосвязь Земли и Солнца
2408;vihmauss;земляной червь
2409;kõrvahark;уховертка
241;agrometeoroloogia;агрометеорология
2422;EÜ direktiiv;директива ЕС
2423;EÜ biotsiididirektiiv;директива ЕС по биоцидам
2424;EÜ pakendidirektiiv;директива ЕС по упаковке
2434;ökoloogiline areng;экоразвитие
2435;ökomärgistamine;экологическая маркировка
2438;kohastumine;экологическая адаптация
2440;ökoloogiline hindamine;экологическая оценка
2442;ökoloogiline arvepidamine;бухгалтерский учет природоохранной деятельности
245;õhk;воздух
2457;ökoloogiline näitaja;экологический параметр
2461;ökoloogiliselt tundlik ala;экологически нестабильный регион
2463;ökoloogiline loendus;экологическая инвентаризация
2470;ökoloogia;экология
2476;majandustegevus;экономическая деятельность
2478;majandusanalüüs;экономический анализ
2484;majanduslik areng;экономическое развитие
2490;majandustõus;экономический рост
2493;majandusinstrument;экономический инструмент
2494;majanduse juhtimisinstrument;инструмент экономического управления
2497;majanduse plaanimine;экономическое планирование
2498;majanduspoliitika;экономическая политика
25;õnnetus;авария
250;õhu konditsioneerimine;кондиционирование воздуха
2505;majanduslik olukord;экономическая ситуация
2508;majandussüsteem;экономическая система
2510;majandusteooria;экономическая теория
2512;majanduslik elujõulisus;экономическая жизнеспособность
2514;majanduse tsoneerimine;экономическое районирование
2516;majandus;экономика
2517;ökopediaatria;экопедиатрия
2518;ökofüsioloogia;экофизиология
2519;ökosüsteem;экосистема
2520;ökosüsteemanalüüs;анализ экосистем
2522;ökosüsteemi degradeerumine;деградация экосистем
2523;ökosüsteemne uurimistöö;исследования экосистем
2525;ökosüsteemitüüp;тип экосистемы
2527;ökoturism;экотуризм
2528;ökotoksilisus;экотоксичность
2529;ökotoksikoloogiline hindamine;экотоксикологическая оценка
253;õhusõiduk;летательный аппарат
2530;ökotoksikoloogia;экотоксикология
2531;ökotüüp;экотип
2539;edafoloogia;почвоведение
2542;toidurasv;пищевой жир
2547;haridus;образование
255;lennukimootoriheitmed;выхлопы двигателей летательных аппаратов
2551;haridusasutus;образовательное учреждение
2554;hariduse planeerimine;планирование в области образования
2555;hariduspoliitika;политика в области образования
2557;haridussüsteem;система образования
2564;mõju tervisele;воздействие на здоровье
2565;mõju inimesele;воздействие на человека
2566;keskkonnamõju;воздействие на окружающую среду
2569;efektiivsuskriteerium;критерий эффективности
2570;kasutegur;уровень эффективности
2571;heitvesi;сточная вода
2573;muna;яйцо
2582;elastsus;эластичность
2584;vanur;пожилой человек
2586;elektrotehnika;электротехника
2587;elektritööstus;производство электроэнергии
2588;elektrienergiasalvesti;устройство для аккумулирования энергии
2593;elektriettevõte;электроэнергетическая компания
2594;elektrienergia kulu;потребление электричества
2595;elektritootmine;производство электроэнергии
2596;elektritootmiskulud;стоимость производства электроэнергии
2597;elektrimajandus;электроэнергетика
2599;elektriliin;линия электропередачи
2606;elektrijõujaam;электростанция
2608;elektrivarustus;обеспечение электроэнергией
2612;elektrisõiduk;электромобиль
2617;elektrokineetika;электрокинетика
2618;elektrolüüs;электролиз
262;õhu liikumine;движение воздуха
2624;elektroonika;электроника
2625;elektroonikajäätmed;отходы электронной промышленности
2628;elektronsudu;электросмог
2633;elektrotehniline seadmestik;электротехническое оборудование
2634;elektrotehnikatööstus;электротехническая промышленность
2636;I rühma element;химический элемент группы I
2637;II rühma element;химический элемент группы II
2638;III rühma element;химический элемент группы III
2639;IV rühma element;химический элемент группы IV
2640;V rühma element;химический элемент группы V
2641;VI rühma element;химический элемент группы VI
2643;keemiline element;химический элемент
2651;emantsipatsioon;эмансипация
2654;embrüogenees;эмбриогенез
2657;hädaabi;помощь при чрезвычайной ситуации
2665;heiteohje;регулирование выбросов
2666;heiteandmed;данные по выбросам
2667;heitetegur;фактор выброса
267;lennujaam;аэропорт
2684;töö ja keskkond;занятость и окружающая среда
2687;mõju tööhõivele;эффект от уровня занятости
2689;emulgeerimine;образование эмульсии
2691;emulsioon;эмульсия
2693;kaitsekatmine;инкапсуляция
2696;entsüklopeedia;энциклопедия
2697;eriti ohustatud loomaliik;исчезающие виды животных
270;õhu kvaliteet;качество воздуха
2700;eriti ohustatud taimeliik;исчезающие виды растений
2702;eriti ohustatud liik;исчезающие виды
2704;põhjavee ohustamine;угроза состоянию подземных вод
2706;endokrinoloogia;эндокринология
2712;energia;энергия
2713;energiabilanss;энергетический баланс
2715;energiakulu;потребление энергии
2718;energiavajadus;потребности в энергии
272;õhu kvaliteedikontroll;контроль за качеством воздуха
2720;energiakadu;потеря энергии
2722;energiajaotussüsteem;система распределения энергии
2723;energiamajandus;энергетика
2724;energiakasutuse efektiivsus;эффективность использования энергии
2731;energiaturg;рынок энергоресурсов
2733;energiapoliitika;энергетическая политика
2734;energeetiline protsess;энергетический процесс
2735;energiatoodang;производство энергии
2736;jäätmete energiakasutus;вторичное использование энергии
2738;energiavarud;энергетический ресурс
274;õhu kvaliteedi ohjamine;управление качеством воздуха
2741;energiaallikas;источник энергии
2742;energiakandja;энергоноситель
2746;energiavarustus;снабжение энергией
2748;energialiik;тип энергии
2749;energiakasutus;использование энергии
2751;energiakasutusviis;структура использования энергии
2754;mootor;двигатель
2755;laiendamispoliitika;политика укрупнения
2756;laiendamiskava;программа укрупнения
2758;rikastatud uraan;обогащенный уран
2759;rikastamine;обогащение
2760;toidu piisavus;достаточное обеспечение продуктами питания
2766;keskkonnaõnnetus;экологическая авария
2767;keskkonnaarvepidamine;финансовая оценка экологических проблем
2771;keskkonnamure;экологическая озабоченность
2772;keskkonnahoidlik arhitektuur;экологически устойчивая архитектура
2773;inimasulate keskkonnaaspekt;экологический аспект населенных пунктов
2774;keskkonnahinnang;оценка состояния окружающей среды
2776;keskkonnaaudit;проведение экологической ревизии
2779;keskkonnabilanss;баланс окружающей среды
2782;keskkonnamuutus;изменение окружающей среды
2784;keskkonnakeemia;химия окружающей среды
2789;keskkonnamõju;последствия для окружающей среды
279;õhuruumi planeerimine;аэрокосмическое планирование
2790;keskkonnakaitse;охрана окружающей среды
2796;keskkonnakulud;природоохранные затраты
2797;keskkonnakuritegu;экологическое преступление
2799;keskkonnakriteerium;критерий окружающей среды
2805;keskkonnaareng;экологическое развитие
281;õhu temperatuur;температура воздуха
2810;keskkonna majandusprobleem;вопрос экономики окружающей среды
2811;keskkonnaökonoomika;экономика окружающей среды
2814;keskkonnakasvatus;экологическое образование
2817;keskkonnaettevõte;экологическое учреждение
2818;keskkonnaeetika;экологическая этика
282;lennuliiklus;движение воздушного транспорта
2824;keskkonnalähtene tervishoid;санитарное состояние окружающей среды
2828;keskkonnaajalugu;экологическая хронология
2829;keskkonnamõju;воздействие на окружающую среду
2841;keskkonnamõju hindamise aruanne;заключение экологической экспертизы
2844;keskkonnamõju uuring;подготовка экологического обоснования проекта
2857;keskkondlus;экологический принцип
2865;keskkonnavastutus;экологическая ответственность
2866;keskkonnaluba;экологическое лицензирование
2871;keskkonnasäästlik toode;экологически чистый продукт
2872;keskkonnahoidlik juhtimine;экологически ответственный менеджмент
2880;keskkonnameditsiin;экологическая медицина
2884;ümbrusemüra;природный шум
2886;keskkonnataju;восприятие окружающей среды
2887;keskkonnasuutlikkus;экологическая деятельность
289;õhutransport;воздушные перевозки
2897;keskkonnategevuskava;экологическая программа
2900;keskkonnakaitse;защита окружающей среды
2911;keskkonnapsühholoogia;экологическая психология
2912;keskkonnakvaliteet;качество окружающей среды
2913;keskkonnakvaliteedikriteerium;критерий качества окружающей среды
2920;keskkonnariski hindamine;оценка экологического риска
2922;keskkonnateadus;наука об окружающей среде
2923;keskkonnaohutus;экологическая безопасность
2924;keskkonnanäidisepank;банк образцов природных элементов
2926;keskkonnastatistika;экологическая статистика
2927;keskkonnabörs;торговля экологически чистыми товарами
2928;keskkonnatoetus;субсидия на экологию
2929;keskkonnaeesmärk;экологический объект
2931;keskkonnaõpetus;экологическое обучение
2932;keskkonnatehnika;экологичная технология
2938;keskkonna majanduslik hindamine;экономическая оценка природоохранной деятельности
2940;keskkonnavandalism;экологический вандализм
2941;keskkonnavastane sõda;экологическая война
2944;keskkond;окружающая среда
2949;epidemioloogia;эпидемиология
2955;hobuslane;лошадиный
2958;ekvivalentdoos;эквивалентная доза
2960;ergonoomia;эргономика
2964;erosiooni ohjamine;контроль за эрозией
2969;estuaaribioloogia;биология эстуариев
2970;estuaarikaitseala;охраняемые территории эстуариев
2972;estuaariökosüsteem;экосистемы эстуариев
2973;estuaariokeanograafia;океанография эстуариев
2978;söövitusaine;вещество для травления
2979;eeter;эфир
298;alkohol;алкоголь
2980;eetika;этика
2989;Euroopa Nõukogu;Совет ЕС
2991;Euroopa Aaatomienergiaühendus;Евратом
2992;Euroopa;Европа
2993;Euroopa Komisjon;Европейская Комиссия
2996;Euroopa Kohus;Европейский Суд
30;õnnetusallikas;причина аварии
3002;Euroopa Parlament;Европейский Парламент
3006;Euroopa Liit;Европейский Союз
3007;eutrofeerumine;эвтрофикация
301;vetikad;водоросль
3011;hindamine;оценка
3012;hindamiskriteerium;критерий оценки
3013;hindamismeetod;метод оценки
3014;tehnoloogia hindamine;оценка технологии
3019;aurumine;испарение
3026;evolutsioon;эволюция
3027;täppisteadus;точная наука
3028;kaevand;выкопанная яма
3033;korstnate liigkõrgus;чрезмерная высота труб
3040;täiteakt;подзаконный акт
3044;väljalaskeseade;труба для сброса отходов
3045;heitgaas;выхлопной газ
3047;olemasolev kemikaal;известный химикат
3048;võõrliik;экзотический вид
3054;ekspertsüsteem;экспертная система
3058;plahvatus;взрыв
3061;lõhkeaine;взрывчатое вещество
3065;ohtlike jäätmete väljavedu;экспорт опасных отходов
3067;ekspositsioon;время облучения
3071;sundvõõrandamine;экспроприация
308;alitsükliline ühend;алициклическое соединение
3087;hankiv metallurgia;добыча
309;alitsükliline süsivesinik;алициклический углеводород
3090;maavaraammutustööstus;добывающая промышленность
3097;riie;ткань
3103;intensiivne loomakasvatus;промышленная ферма
3106;fekaalibakter;фекальная бактерия
311;alifaatne ühend;алифатическое соединение
3113;söötis maa;участки земли под паром
3115;kesa;земля под паром
3117;sugukond;семья
3119;pereplaneerimine;планирование семьи
312;alifaatne süsivesinik;алифатический углеводород
3120;nälg;голод
3123;põllumajandusehitis;жилой дом на ферме
313;leeliseline pinnas;щелочные земли
3130;talu;ферма
3133;kiirliiklus;скоростной транспорт
3143;föderaalametkond;федеральная власть
3144;föderaalvalitsus;федеральное правительство
3147;föderaalõigus;федеральный закон
3149;tasu;плата
3151;loomasöötmine;кормление животных
3154;madalsoo;фен
3162;sõnajalg;папоротник
3169;väetis;удобрение
3174;kiud;волокно
3175;klaaskiud;стекловолокно
3178;välikatse;полевые испытания
3179;väliuuring;полевое исследование
3183;film;кинофильм
3184;filter;фильтр
3186;filtrikook;осадок на фильтре
319;leeliseline muld;щелочная почва
3192;püsijäätmepanila;захоронение отходов
3194;rahalised vahendid;финансы
3195;finantsabi;финансовая помощь
3196;rahaline hüvitis;финансовая компенсация
3197;rahaline panus;финансовый вклад
3199;finantseerimisinstrument;финансовый инструмент
3209;peentolm;мелкая пыль
3218;tuleohutusmeede;мера пожарной безопасности
3219;tulekindlaks tegev aine;негорючий реагент
322;alkaan;алкан
3220;tuletõkestus;пожарная безопасность
3225;tuleohutusnõuded;требование пожарной безопасности
3226;tuletõrje;пожарная служба
3236;kalahaigus;болезнь рыб
3241;kalavarud;рыбные ресурсы
3243;kalandusökonoomoka;экономика рыболовства
3246;kalanduspoliitika;политика в области рыболовства
3252;kala;рыба
3254;kalakasvatus;разведение рыб
3256;kalapüük;рыбная ловля
326;alküülühend;алкильное соединение
3260;kalatööstus;рыболовная промышленность
3269;kalahukk;смертельные болезни рыб
3273;kalavarud;рыбные запасы
3274;mürgisus kaladele;яд рыб
3278;kindel maksegraafik;фиксированная цена
3282;tungalpõletus;сжигание в факеле газов
3288;kirp;блоха
329;allergeen;аллерген
3298;tulv;наводнение
3301;üleujutus;затопление
3307;taimestiku taastamine;восстановление флоры
3308;flotatsioon;флотация
3312;lill;цветок
3315;vooluväli;поле течения
332;allergia;аллергия
3322;hüdroautomaatika;струйная технология
3325;keevkiht;псевдоожиженный слой
3328;fluorimine;фторирование
3334;fluor;фтор
3340;vooluveevaru;речной ресурс
3342;lendtuhk;летучая зола
3343;vahutekiti;пенообразующее вещество
3347;udu;туман
335;paigutamine;распределение
3350;lehestik;листва
3354;toit;пища
3356;toidulisand;пищевая добавка
3360;toiduvärv;пищевой краситель
3362;toidukaubandus;торговля продуктами питания
3365;toidu saastumine;заражение продуктов питания
3367;toiduhügieen;гигиена продуктов питания
3368;toiduainetööstus;пищевая промышленность
3370;toiduainekiiritus;облучение продуктов питания
3376;toiduainetööstus;пищевая обрабатывающая промышленность
3380;toidu kavaliteet;качество продуктов питания
3384;toiduteadus;наука о продуктах питания
3387;toiduvaru;государственные резервы продуктов питания
3388;toiduaine;продукт питания
3392;toiduvedu;транспортировка продуктов питания
3395;jalgrada;тропинка
340;sulam;сплав
3402;välismajandussuhted;внешние экономические связи
3404;välispoliitika;внешняя политика
3405;väliskaubandus;внешняя торговля
