ID;SRC;TAR
14619;pindaktiivne ühend;поверхностно-активное вещество
1462;kliima;климат
14636;pH;значение pH
1464;kliima mõju;влияние климата
14651;käsitööndus;ремесла
14652;loomakorjus;останки животных
1466;kliimakaitse;защита климата
14663;merekaart;морская карта
1467;kliimaressursid;климатический ресурс
14671;looduskaitsepoliitika;политика в области сохранения природы
1469;kliimatüüp;тип климата
1470;kliima muutumine;локальное климатическое изменение
1471;kliimamuutus;изменение климата
14717;keskkonna saneerimine, keskkonna tervendamine;экологическая санитария
1473;kliimaeksperiment;климатический эксперимент
1474;kliimategur;климатический фактор
1476;kliimavööde;климатическая зона
1479;klimatoloogia;климатология
148;aerobioloogia;аэробиология
1480;kliimaks, püsikooslus, lõppkooslus;кульминация
1481;ronitaim;вьющееся растение
1482;kliiniline sümptom;клинический симптом
14835;rahandushoovad keskkonna hüvanguks;"""зеленый"" налоговый закон"
14837;kaevandamine;разработка полезных ископаемых
1484;kloonimine;клонирование
14842;Must meri;Черное море
14843;Kaspia meri;Каспийское море
14844;Vahemeri;Средиземное море
14845;omamaised teadmised;врожденное знание
14847;kutseühing;профессиональное общество
14848;teema;предмет
14849;orgaaniline püsireoaine (püsisaasteaine);стойкое органическое загрязняющее вещество
14850;uhtainete liikveleminek;мобилизация отложений
14851;elupaikade (kasvukohtade) hävitamine;разрушение природной среды
14852;maismaategevus;хозяйственная деятельность на суше
14853;füüsiline muutumine;физическое изменение
14854;sektorite hinded;оценка по секторам
14856;infovahetuse infrastruktuur;информационная инфраструктура
14857;georefereeritud informatsioon;информация, относящаяся к дистанционному зондированию
14858;andmetöötluskeskus;центр данных
14859;Internetiteenuse andja, Interneti tarnija;провайдер услуг Интернета
1486;"tegevuse lõpetamine; sulgemine";закрытие
14860;elektronteabevõrk;электронная информационная сеть
14861;laivõrk;сеть передачи данных
14862;Internet;Интернет
14863;veeb, WWW;Всемирная сеть
14864;kodulehekülg;домашняя страница в Интернете
14865;hüpertekst;гипертекст
14866;teatetahvel (Internet);электронная доска объявлений
14867;uudisegrupp;телеконференция
14868;elektronpost, e-post, meil;электронная почта
14869;multimeediumtehnika;мультимедийная технология
1487;ettevõtte tegevuse lõpetamine;закрытие фирмы
14870;audiovisuaalesitlus;аудиовизуальное представление
14871;teabemapp;подборка информации
14872;eksponaat;экспонат
14873;infoleht;информационный бюллетень
14874;raadiosaade;радиовещательная программа
14875;teleprogramm;телевизионная программа
14876;avalikud suhted;общественные связи
14878;bibliograafilise info süsteem;библиографическая информационная система
14879;bibliograafiline info[rmatsioon];библиографическая информация
14880;allikaosundamisteenistus;справочная информационная система
14881;allikaosundus;справочная информация
14882;statistilise teabe süsteem;статистическая информационная система
14883;statistiline teave (informatsioon);статистическая информация
14884;raamatukoguteenistus;библиотечное обслуживание
14885;raamatukogu teabeteenindus, raamatukogu infoteenindus;справочное обслуживание
14886;dokumentatsiooni indekseerimine;индексация документации
14887;dokumendilaenutus;выдача документов
14888;raamatukogudevaheline laenutus;выдача по межбиблиотечному обмену
14889;valikteadistus;избирательное распространение информации
1489;riietus;одежда
14890;CD-ROM-otsiteenindus, CD-ROM-otsiteenus;поисковый сервис на лазерных дисках CD-ROM
14891;Internetiotsiteenindus, Internetiotsiteenus;информационное обслуживание на базе Интернета
14892;infokeskus;центр анализа и синтеза информации
14893;otsustusabisüsteem;система обеспечения принятия решений
14894;tarkvaraarendus;разработка программных средств
14896;teabevahetus, infovahetus;обмен информацией
14897;relatsioon[andme]baas;реляционная база данных
14898;mitmevärviskanner;многоспектральное сканирующее устройство
14899;eraldusvõime;разрешающая способность
1490;tekstiilitööstus;производство одежды
14900;piksel;пиксел
14901;spektririba;спектральная полоса
14902;pildi tuvastamistunnus;идентификация объекта наблюдения
14903;pilditöötluse digitaalsüsteem;цифровая система обработки изображений
14904;digitaalpilditöötlus;методы обработки цифровых изображений
14905;kujutuvastus;распознавание образов
14906;mosaiik;монтаж спутниковых или аэрофотоснимков
14907;satelliitpildifiltrimine;фильтрация изображений
14908;pildiväärindus;усиление изображений
14909;geomeetriakorrektsioon;поправки на геометрию
1491;pilv;облако
14910;kujutise geokodeerimine;регистрация изображений
14911;satelliitpildiliigitus;классификация изображений
14912;tugialadeta liigitus (klassifikatsioon);контролируемая классификация изображений
14913;autonoomne pildiliigitus, tugialadeta liigitus (klassifikatsioon);неконтролируемая классификация изображений
14914;pseudokoloreerimine;комбинированное цветное изображение
14915;atmosfäärikorrektsioon;поправки на атмосферу
14916;geoinfosüsteem;цифровая система ГИС
14917;kaugseireandmevorming;цифровой формат ГИС
14918;vektor;вектор
14919;punkt;координата
14920;liin;линия вектора
14921;hulknurk, polügoon;полигон
14922;raster;растр
14923;omadus, tunnus;атрибут
14924;digiteerimistehnika;цифровые средства ГИС
14925;interpoleerimine, interpolatsioon;интерполяция
14926;koordinaatvõrk;географическая привязка
14927;rasterdamine;преобразование растрового изображения в векторное
14928;rasterdamine;преобразование векторного изображения в растровое
14930;riigipiir;национальная граница
14931;riigisisene piirjoon;внутринациональная граница
14932;halduspiir;административная граница
14933;georefereeritud andmed;данные дистанционного зондирования
14934;kaardiprojektsioon;географическая проекция
14935;koordinaatsüsteem;система координат
14936;geograafiline laius, laius          (geogr);широта
14937;geograafiline pikkus, pikkus         (geogr);долгота
14938;kaugseirekeskus;центр дистанционного зондирования
14939;GIS-laboratoorium;лаборатория ГИС
14940;võrguteenus;"обслуживание ""он-лайн"""
14947;allmaaprügila;могильник
14949;majandusteadus, ettevõtteökonoomika;экономика предпринимательства
14950;peletus, hirmutus;устрашение
14951;vanareostusobjekt, vanasaasteobjekt;заброшенная площадка, представляющая опасность для окружающей среды
14955;asulaväline ala;внешнее пространство
14956;süvamerekaevandamine;глубоководная разработка полезных ископаемых
14957;allapanuta sõnnik, paksläga;полужидкий навоз
14959;elektrikaubatööstus;производство электротехнических изделий
14960;teenindusettevõte;компания в области услуг
14962;vee kvaliteedi ennistamine;восстановление воды
14963;kohtküte;местное теплоснабжение
14964;ekspediitor;экспедитор
14965;jäätmetekke vältimine;безотходное производство и потребление
14966;looduse sõltumatuse seadus;закон естественной независимости
14967;keskkonnakuritegu;правонарушение по отношению к окружающей среде
14968;piirkondlik õigus;региональный закон/закон провинции
14970;piirkonnaametkond;провинциальная/региональная власть
14971;rahvusvaheline tehing;международная сделка
14972;teede rajamine;прокладывание дорог
14973;õhu[saaste]seire;мониторинг качества воздуха
14974;kodanikualgatus;гражданская инициатива
14975;ülekoormatud paik;районы напряженной экологической обстановки
14976;ladustamine;хранение
14982;mäestikukaitseala;горное убежище
14983;kosmosuuringud, kosmoselähtesed uuringud;космические исследования
14985;punane nimistu;"""красный"" список"
1499;koagulatsioon;коагуляция
1500;kivisüsi, süsi;уголь
1502;söepõhine energia;производство энергии на основе угля
15020;isoleermaterjal;изоляционный материал
15027;nõrutamine, dekanteerimine;декантация
1503;kivisöejõujaam;теплоэлектростанция, работающая на угле
1505;kivisöegaasi tootmine;газификация угля
1506;söe veeldamine;ожижение угля
1507;söe kaevandamine;добыча угля
1509;söe rikastamine;обогащение угля
151;aerodünaamiline müra;аэродинамический шум
1511;söetehnoloogia;гидрогенизация угля
1512;rannik;берег
1513;rannikupiirkond;береговая зона
1515;rannikupiirkonna arendamine;освоение морских прибрежных районов
1516;rannikuökosüsteem;прибрежная экосистема
1517;rannikukeskkond;прибрежная среда
1519;rannakulutus, abrasioon (geol);береговая эрозия
1520;rannapüük;прибрежное рыболовство
1523;rannikureostus;загрязнение побережий
1526;rannikuvesi;прибрежные воды
1527;rannikupiirkonna planeerimine;планирование прибрежных зон
1528;rannavalve;спасательная служба на воде
1530;pinnakate, kattekiht;покрытие
1532;koobalt;кобальт
1533;tarakan, prussakas;таракан
1536;keemiline hapnikutarve;химическое потребление кислорода
1541;juhend;обычаи и практика
1542;kood;кодекс
1548;ainuõõsne;кишечнополостные
1550;koostootmine, soojuse ja elektri koostootmine;одновременная генерация тепла и электричества
1553;koospõletamine;одновременное сжигание отходов
1554;koks;кокс
1556;külm;холод
1559;külma piirkonna ökosüsteem;экосистема холодной зоны
1561;kolilaadne bakter, kolilaadne, coli-laadne;колибактерии
1567;kolloid;коллоид
1568;kolloidolek;коллоидное состояние
1569;asustamine;колонизация
157;aerosool;аэрозоль
1570;kolorimeetria;колориметрия
1571;värvus, värv;цвет
1574;koosmõju, koostoime;комбинированный эффект (биол.)
1575;kombijõujaam;тепловая электростанция на различных видах топлива
1576;segareovesi;смешанные сточные воды
1578;süttivus;способность к горению
1582;sisepõlemismootor;двигатель внутреннего сгорания
1583;heitgaas;выхлопной газ
1584;põlemisjääk;продукты нагара
1588;kaubastamine;коммерциализация
1590;kaubandusõigus;коммерческое право
1591;kaubandusmüra;шум от производственной деятельности
1594;kaubaveod;движение грузового транспорта
1595;kaubaveok;грузовое транспортное средство
1596;kaubandusjäätmed;отходы торговых предприятий
1600;ühine põllumajanduspoliitika;"""Единая сельскохозяйственная политика"""
1601;taval põhinev kokkulepe;общее соглашение
1605;suhtlus, infovahetus;связь
1613;kooslus;экологическое сообщество
1616;Euroopa Ühenduse õigus;законы Сообщества
1618;üldsuse osalemine;участие общественности
1619;kogukond-maksab-põhimõte;"принцип ""сообщество платит"""
1622;pendelliiklus;пригородный транспорт
1623;pendeldamine;поездки из пригорода в город и обратно
1625;tihendamine;прессовка
1628;ettevõtte strateegia;политика компании
163;esteetika;эстетика
1630;võrdlev õigusteadus;сравнительное право
1631;võrdluskatse;сравнительный тест
1632;võrdlus;сравнение
1633;hüvitis;компенсация
1636;tasendusmeede;компенсационная мера
1637;tasendusmaks;компенсационный налог
1638;konkurents;биологическая конкуренция
1639;majanduskonkurents;экономическая конкуренция
1641;konkurentsivõime;конкурентоспособность
1645;kompleksimoodustumine;формирование сложного соединения (хим.)
1646;kompleksimoodusti;соединяющий реагент
1647;liitreostus;смешанное загрязнение
1649;kompost;компост
1651;kompostitavad jäätmed;компостные отходы
1652;kompostimine;компостирование
1653;kompostimine omal krundil;компостирование производителем
1659;kokkusurumine;компрессия
1660;kompressor;компрессор
1663;sundvaldus;обязательное использование
1669;Euroopa Ühendused;Европейские Сообщества
167;metsastamine;облесение
1673;kontsentratsioon, ainesisaldus;концентрация (значение)
1674;kontsentreerumine;концентрация (процесс)
1677;betoon;бетон
1679;betoontootetööstus;производство изделий из бетона
1681;kondensatsioon;конденсация (процесс)
1686;juhtivus;проводимость
1688;vastuolus olev kasutus;конфликт по вопросу права на использование
1689;eesmärkide lahknemine;конфликт целей
1690;huvide lahknemine;конфликт интересов
1691;kongress;конгресс
1692;okaspuu;хвойные
1694;okasmets, okaspuumets;хвойный лес
170;Aafrika;Африка
1700;kaitse, looduskaitse;сохранение
1704;mageveekaitse;сохранение пресной воды
1706;geenivarakaitse;сохранение генетических ресурсов
1708;mälestisekaitse;сохранение памятников
171;järelpõletus;дожигание
1712;riigiõigus;конституционное право
1718;ehitusmasinad;строительное оборудование
1724;ehitusmüra;строительный шум
1725;seadmeehitus;строительство зданий и сооружений
1728;ehitustehnoloogia;строительная технология
173;vanus;возраст
1730;ehitamine taaskasutusmaterjalist;строительство из вторичных материалов
1731;ehitamine, ehitustöö;строительная работа
1732;nõustamine;консультация
1736;tarbija käitumine, tarbimiskäitumine;поведение потребителя
1737;tarbekaubad;потребительские товары
1738;tarbijarühm;группа потребителей
1739;tarbijateave;информация для потребителя
1740;tarbijakaitse;защита потребителя
1742;tarbimisjäätmed;бытовые отходы
1743;kulu, tarbimine;потребление
1745;tarbimisstruktuur;структура потребления
1746;konteiner;контейнер
1748;kaitsekest;сдерживание (ядерная энергетика)
1751;saastatud pinnas;загрязненная почва
1752;saastumine;загрязнение
1757;mandrilava, šelf;континентальный шельф
1759;püsikoormus;постоянное загрязнение
1761;terrasspõllundus;сельскохозяйственные работы, осуществляемые по контуру
1762;leping;контракт
1763;lepinguline koristaja;профессиональные услуги по уборке
1769;ülepõletamine;огневая культивация
1772;kontrollitav jahipiirkond;регионы разрешенной охоты
1773;juhtiv ametkond;контролирующие полномочия
1774;juhtimismeede;меры контроля
1775;linnastu;большой город с пригородами
1776;konventsioon, rahvusvaheline kokkulepe;конвенция
1777;tavaenergia;традиционный источник энергии
1781;jahutamine;охлаждение
1782;jahutusõli;охлаждающее масло
1784;jahutustorn, gradiir;охлаждающая башня
1786;jahutusvesi;охлаждающая вода
1787;koostöö;сотрудничество
1788;koostööpõhimõte;принцип сотрудничества
1791;koordineerimine, kooskõlastamine;координация
1792;vask;медь
1793;võsa, madalmets;подлесок
1794;korall;коралл
1796;korallrahu;коралловый риф
1798;keelikloom, kordaat;хордовые
1799;reaktori ülekuumenemine;плавление стержня (атомн. энерг.)
1800;kork;пробка
1807;koridor;коридор
1808;korrosioon;коррозия
1809;korrosiooniinhibiitor, korrosioonitõrjeaine;ингибитор коррозии
1813;kosmeetikatööstus;производство косметики
1814;kosmiline kiirgus;космическое излучение
1817;kulud ja tulud;"""затраты-выгоды"""
1818;kulude ja tulude analüüs, tasuvusanalüüs;анализ эффективности
182;leping;соглашение (юридич.)
1820;kulude suurenemine;увеличение расходов
1822;kulude katmise baas;условие покрытия расходов
1823;"kulude vähenemine; kulude vähendamine";снижение расходов
1824;maksumus;стоимость
1825;reostuse maksumus, saastemaksumus;стоимость загрязнения
1826;rahvamajanduskulud;национальные экономические расходы
1827;puuvill;хлопок
183;leping;соглашение (контракт)
1837;maakond;графство
1842;kohus;суд
1846;kate;покрытие
185;agrobiotehnoloogia;сельскохозяйственная биотехнология
1850;käsitöö;ремесло
1854;krediidiabi;кредитная помощь
186;põllumajandushoone;сельскохозяйственное строение
1860;kuritegevus;преступление
1862;kriminaalõigus;уголовное право
1864;kriitiline tase;критический уровень
1865;kriitiline koormus;критическая нагрузка
1870;krokodill;крокодил
1874;taimekaitse;защита посевов
1875;külvikord;ротация сельскохозяйственных культур
1877;taimekasvatusjäätmed;отходы сбора сельскохозяйственных культур
1880;ülekäigukoht;дорожный переход
1881;loomaülekäigukoht;места для перехода животных
1885;nafta, toornafta, maaõli;сырая нефть
1888;ristlus;круизы и морские путешествия
1889;vähid, koorikloomad;ракообразные
1890;eostaim, krüptogaam;споровые
1891;kristallisatsioon;кристаллизация
1892;kristallograafia;кристаллография
1898;kultuurtaim;культивируемое растение
1899;viljelus;культивация
1902;viljelusviis;метод культивации
1909;kultuuri areng;культурное развитие
191;agroökoloogia, põllumajandusökoloogia;экология сельского хозяйства
1911;kultuuriasutus;учреждение культуры
1912;kultuuripärand;культурное наследие
1915;kultuuriindikaator;"""культурный"" показатель"
1917;kultuuripoliitika;политика в области культуры
1921;kultuur;культура (общество)
1926;õppekava;кадровая анкета
1928;kombed ja tavad;обычай и практика
1929;toll;таможенные сборы
193;põllumajandusökonoomika, agraarökonoomika;экономика сельского хозяйства
1930;metsaraie, raie;рубка (лесное хозяйство)
1931;tsüanaat;цианат
1933;tsüaniid;цианид
194;põllumajandusheitmed;сельскохозяйственные стоки
1941;tsüklon, madalrõhkkond;циклон
1945;tsütoloogia;цитология
1946;tsütotoksilisus;цитотоксичность
195;agrotehnoloogia;агротехника
1950;piimatalu;молочная ферма
1951;piimatööstus;молочная промышленность
1952;piimasaadus;молочный продукт
1955;pais;дамба
1956;kahju;ущерб
1958;sõjaväemanöövrite tekitatud kahju;ущерб от военных маневров
1959;kahju vältimine;предотвращение ущерба
1968;ohtlike kemikaalide väljavedu (eksport);экспорт опасных химических веществ
1969;ohtlikud kaubad;опасные товары
197;põllumajandusseadmed;сельскохозяйственное оборудование
1970;ohtlike kaupade seadus;законы в области использования опасных товаров
1971;ohtlike kaupade käitluseeskirjad;правила обращения с опасными товарами
1974;andmehõive;получение данных
1975;andmeanalüüs;анализ данных
1979;andmekogu, andmepank, andmebaas;база данных
1981;andmekandja;носитель данных
1984;andmevahetus;обмен данными
1986;andmetöötlus, andmekäitlus;обработка данных
1988;andmekaitse;защита данных
1989;andmesalvestustehnika;технология записи данных
199;põllumajanduskasutus;сельскохозяйственная эксплуатация
1992;dateerimine, vanuse määramine;датирование
1993;lagusaadus;продукт разложения
1996;DDT;ДДТ
20;talutav riskitase;приемлемый уровень риска
2000;võlg;долг
2001;võlateenindus;обслуживание долга (фин.-экон.)
2002;nõrutamine;сцеживание
2003;detsentraliseerimine;децентрализация
2004;lehtmets, lehtpuistu;лиственный лес
2005;lehtpuu;лиственное дерево
2006;otsus;решение
2009;otsustamine;процесс принятия решения
2014;lagunemine;разложение
2015;saastaärastus, kahjutustamine, saastast puhastamine;дезактивация
202;põllumajandusmaa;сельскохозяйственные угодья
2020;määrus;декрет
2022;süvamere-;открытое море
2023;süvameresete;запасы в открытом море
2024;süvamerre kaadamine, süvamerre uputamine;сброс в открытое море
2025;süvamerepüük;рыболовство в открытом море
2029;hirv;олень
2031;kaitse;защита
2035;defoliatsioon;дефолиация
2036;raadamine;сведение лесов
2039;lagundatavus;способность к разложению
204;põllumajandusmaastik;сельскохозяйственный ландшафт
2040;lagundamine;деградация, разложение
2041;loodusvarade vähenemine;деградация природных ресурсов
2042;lagusaadus;продукт разложения
2044;rasvatustamine, rasvaärastus;удаление жира
2048;trükivärvi eemaldamine;удаление типографской краски
2050;süü;преступность
2052;delta;дельта реки
2053;"nõue; nõudlus";спрос
2054;demokraatia;демократия
2055;rahvastiku kasv;демографическое развитие
2056;rahvastikuprotsess;демографическая эволюция
206;agraarõigus;сельскохозяйственное право
2060;demograafia, rahvastikuteadus;демография
2062;lammutustegevus;снос зданий и сооружений как вид деятельности
2064;lammutuspraht;мусор от сноса зданий и сооружений
2066;tõestatavus;способность демонстрировать
2069;dendrokronoloogia;дендрохронология
207;põllumajandusmasinad;сельскохозяйственные машины
2070;dendromeetria;дендрометрия
2071;denitrifikatsioon;денитрификация
2072;heitgaasi denitrifitseerimine;денитрификация газовых отходов
208;põllumajandustootmise juhtimine;управление в сельском хозяйстве
2083;sadenenud kübemed;осажденные частицы вещества
2084;sadenemine;отложение осадочных материалов
2088;riigi vahelesegamise vähendamine;либерализация
2093;nahktiivaline;семейство Dermaptera
2098;magestamine;опреснение
2099;magestusseade;опреснительная установка
21;kokkulepe;соглашение
210;agrotehnika;агротехнические методы
2103;kõrb;пустыня
2105;kõrbestumine, desertifikatsioon;опустынивание
2109;kõrbestumistõrje;контроль за опустыниванием
2111;kõrbetirts;саранча
2115;projekt;чертеж
2117;kabinetiuuring;кабинетное исследование
2119;desorptsioon;десорбция
212;põllukahjur;сельскохозяйственные вредители
2124;väävlitustamine, väävliärastus, desulfuratsioon;десульфуризация (обессеривание)
2125;kütuse väävlitustamine;десульфуризация (обессеривание) топлива
2127;avastamine;обнаружение
2129;detektor;детектор
213;põllumajanduse planeerimine;планирование сельского хозяйства
2131;detergent, pesuaine, puhastusaine;стиральный порошок
2139;määramismeetod;метод детерминации
2140;peletusvahend, hirmutusvahend;сдерживающий фактор
2143;mürgitustamine, detoksikatsioon;обезвреживание ядовитых веществ
2147;arenenud maa;развитая страна
215;agraarpoliitika;сельскохозяйственная политика
2151;arengumaade võlg;долг развивающихся стран
2152;arengumaa;развивающаяся страна
2155;arenguabi;помощь развитию
2156;arengupiirkond;развивающийся район
2157;arenduskoostöö;сотрудничество в области содействия развитию
2158;arengumudel;образец развития
2159;arengulaad;модель развития
216;põllumajandusreostus;сельскохозяйственное загрязнение
2160;arengu planeerimine;планирование развития
2161;arengukava;план развития
2167;dialüüs;диализ
2168;ränivetikas, diatomee;диатомея
2173;sõnaraamat, sõnastik;словарь
2175;didaktika, õpetamisteadus;дидактика
2177;diisel[mootor];дизельный двигатель
2179;diiselkütus;дизельное топливо
2182;diferentseerumine;биологическая дифференциация
2185;hajureostusallikas;различные источники загрязнения
2186;difusioon;диффузия
2187;käärinud [reovee]sete, käärinud muda;биологически переработанный осадок сточных вод
2188;metaan[kääritus]tank, mädandi;автоклав
219;põllumajandustoodang;сельскохозяйственное производство
2190;mädandamine, kääritamine (reoveesette);биологическая переработка (стоков)
2195;maapinna digitaalmudel;цифровая модель земной поверхности
2196;digiteerimine;оцифровка
22;juurdepääsutee;подъездные дороги
220;põllumajandussaadus;сельскохозяйственная продукция
2200;lahjendatud hape;разбавленная кислота
2207;dioksiin;диоксин
2211;otseheiteallikas;прямой выброс
2212;direktiiv;директива
2213;invaliid, vaegur;неполноценный человек
2215;õnnetus, katastroof;стихийное бедствие
2216;õnnetustagajärgede kõrvaldamine;устранение последствий стихийного бедствия
2218;õnnetuseplaan;чрезвычайный план на случай стихийного бедствия
2219;"õnnetustõrjeteenistus; õnnetustõrjetalitus";служба по борьбе со стихийными бедствиями
2220;õnnetusvalmidus;готовность к стихийным бедствиям
2221;õnnetustõrje;предупреждение стихийных бедствий
2222;õnnetusabi;помощь при стихийных бедствиях
2226;heidet reguleerivad õigusaktid;законодательство по регулированию промышленных выбросов
2227;äravoolurežiim;дебит реки
2232;haigus, tõbi;болезнь
2233;haiguse põhjus;причина болезни
2237;desoaine, desinfitseeriv aine;дезинфицирующее средство
2238;desinfektsioon, desifitseerimine;дезинфекция
224;põllumajandussaaduste hoidla;хранение сельскохозяйственной продукции
2242;laadimisteatis;уведомление об отправке
2245;dispersioon;дисперсия
2246;hajumisarvutus;расчет дисперсии
2247;pagulane;перемещенное лицо
2253;matusekorraldus;погребальные услуги
2254;sõjavarustuse kõrvaldamine;утилизация материалов военного назначения
2257;lahustamine;растворение
2259;lahustunud orgaaniline süsinik;растворенный органический углерод
2260;destilleerimine, destillatsioon;дистилляция
2262;piiritustööstus;ликеро-водочная промышленность
2263;konkurentsi kahjustamine;нарушение условий конкуренции
2264;jaotumine;распределение
2269;kaugküte;районное централизованное теплоснабжение
2270;kaugküttejaam;коммунальная отопительная установка
2275;hüljatud sõjaväeala;заброшенная военная площадка
2276;kraav;канава
2279;DNA;ДНК
2282;dokument;документ
2284;dokumentatsioon;документация
2285;dokumendikeskus;центр документации
2286;dokumenditüüp;тип документа
2287;koer;собака
229;põllumajandusjäätmed;отходы сельского хозяйства
2290;majapidamisseade;бытовой прибор
2291;kodustatud loom;домашнее животное
2293;majapidamiskütus, olmekütus;бытовое топливо
2294;kerge kütteõli;бытовое жидкое топливо
2298;olmemüra;бытовой шум
23;juurdepääs kultuuriväärtustele;доступ к культурным ценностям
2300;sisekaubandus;внутренняя торговля
2301;olmejäätmed, majapidamisjäätmed;бытовой мусор
2304;olmejäätmeprügila;свалка бытового мусора
2305;olmereovesi;бытовые жидкие отходы
2307;annustus, annustamine, doseerimine;дозировка
2308;annus, doos;доза
2309;annuse ja toime suhe;взаимоотношение дозы и эффекта
2315;seaduseelnõu;проект законодательного документа
2316;kiil;стрекоза
2319;kuivendus;дренаж
232;põllumajandus;сельское хозяйство
2323;kuivendusvesi, drenaaživesi;поверхностная вода
2324;veoloom;рабочий скот
2326;süvenduspinnas, süvendusaines;осадок, полученный в результате землечерпательных работ
2327;süvendamine;землечерпательные работы
233;põllumajanduslik suurtootmine;сельское хозяйство и животноводство
2330;oliivõlipressimisreovesi;сточная вода маслобоен, производящих оливковое масло
2332;triivpüük;дрифтерный лов
2333;puurimine;бурение
2336;puurseade;буровая установка
2339;joogivesi;питьевая вода
2340;joogiveekaitseala;охраняемая территория вокруг источника питьевой воды
2343;joogiveevarustus;обеспечение питьевой водой
2344;joogiveekäitlus, joogiveetöötlus, joogiveepuhastus;обработка питьевой воды
2347;põud;засуха
235;põllumajanduse arendamise raamkava;перспективный сельскохозяйственный план
2350;põuatõrje;борьба с засухой
2352;ravimite kuritarvitamine;злоупотребление наркотиками
2354;ravim;лекарство
2358;kuivpuhastus;химическая чистка
2359;kuivsadenemine;сухое осаждение
2360;kuivpõllundus;агротехнические приемы для засушливых районов
2361;tahendamine, kuivatamine;сушка
2363;kuivatamine;высыхание
2364;kontsentriline rahvamajandus;многоукладная экономика
2365;rööbikjäätmekäitlus;принцип раздельного сбора городского мусора
2367;prügi ulakaadamine, jäätmete kontrollimatu mahapanek;сброс мусора
237;agrokemikaal;агрохимикат
2372;jäätmete pinnaskäitlus, jäätmekäitlus künnikihis;утилизация мусора в землю
2377;luide;дюна
2380;päikesepaiste kestus;продолжительность солнечного дня
2381;tolm;пыль
2383;tolmuimmissioon;выброс пыли
2384;tolmuärastus;удаление пыли
2386;registreerimiskohustus;обязательная регистрация
2387;eluruum;жилище
2389;värvaine, värv;краситель
239;agraarmetsandus;агролесоводство
2393;tamm (tammi);дамба
2394;tammikindlustus;укрепление дамб
2398;varajase hoiatamise süsteem;система раннего оповещения
24;juurdepääs merele;доступ к морю
240;agrotööstus;агроиндустрия
2400;maakoor;земная кора
2402;maavärin;землетрясение
2405;teadus Maast, geoloogia;наука о Земле
2406;Päikese mõju Maale;взаимосвязь Земли и Солнца
2408;vihmauss;земляной червь
2409;kõrvahark;уховертка
241;agrometeoroloogia;агрометеорология
2411;Ida-Aafrika;Восточная Африка
2412;Ida-Aasia;Восточная Азия
2413;Ida-Euroopa;Восточная Европа
2414;Ida ja Lääne suhted;"взаимоотношения ""Восток-Запад"""
2415;Ida ja Lääne vaheline kaubandus;торговля между Востоком и Западом
2419;EÜ ministrite nõukogu;Совет Министров ЕС (Совет Европейского Союза)
2422;EÜ direktiiv;директива ЕС
2423;EÜ biotsiididirektiiv;директива ЕС по биоцидам
2424;EÜ pakendidirektiiv;директива ЕС по упаковке
2425;EÜ jäätmedirektiiv;директива ЕС по утилизации отходов
2426;EÜ veekaitsedirektiiv;директива ЕС по защите вод
2427;EÜ ökomärgis, EÜ keskkonnamärgis;экологическая маркировка в ЕС
2428;okasnahkne, ehhinoderm;иглокожие
243;AIDS, aids;СПИД
2434;ökoloogiline areng;экоразвитие
2435;ökomärgistamine;экологическая маркировка
2437;arvukus (biol);экологическое изобилие
2438;kohastumine;экологическая адаптация
2440;ökoloogiline hindamine;экологическая оценка
2441;ökoloogiline tasakaal, ökotasakaal;экологический баланс
2442;ökoloogiline arvepidamine;бухгалтерский учет природоохранной деятельности
245;õhk;воздух
2450;keskkonnategur, ökoloogiline faktor;экологический фактор
2456;ökoloogiline nišš, ökonišš, nišš;экологическая ниша
2457;ökoloogiline näitaja;экологический параметр
2461;ökoloogiliselt tundlik ala;экологически нестабильный регион
2463;ökoloogiline loendus;экологическая инвентаризация
2469;ökoliikumine, keskkonnaliikumine;движение экологов
2470;ökoloogia;экология
2474;toiduahelaökoloogia, toitumisahelaökoloogia;трофическая экология
2476;majandustegevus;экономическая деятельность
2477;majanduslik ja ökoloogiline tõhusus;экономико-экологическая эффективность
2478;majandusanalüüs;экономический анализ
2484;majanduslik areng;экономическое развитие
2490;majandustõus;экономический рост
2493;majandusinstrument;экономический инструмент
2494;majanduse juhtimisinstrument;инструмент экономического управления
2497;majanduse plaanimine;экономическое планирование
2498;majanduspoliitika;экономическая политика
25;õnnetus;авария
250;õhu konditsioneerimine;кондиционирование воздуха
2501;ökonoomika;экономика (наука)
2505;majanduslik olukord;экономическая ситуация
2508;majandussüsteem;экономическая система
2510;majandusteooria;экономическая теория
2511;majandusliku arengu tendents (suundumus);экономическая тенденция
2512;majanduslik elujõulisus;экономическая жизнеспособность
2514;majanduse tsoneerimine;экономическое районирование
2516;majandus;экономика
2517;ökopediaatria;экопедиатрия
2518;ökofüsioloogia;экофизиология
2519;ökosüsteem;экосистема
2520;ökosüsteemanalüüs;анализ экосистем
2522;ökosüsteemi degradeerumine;деградация экосистем
2523;ökosüsteemne uurimistöö;исследования экосистем
2525;ökosüsteemitüüp;тип экосистемы
2527;ökoturism;экотуризм
2528;ökotoksilisus;экотоксичность
2529;ökotoksikoloogiline hindamine;экотоксикологическая оценка
253;õhusõiduk;летательный аппарат
2530;ökotoksikoloogia;экотоксикология
2531;ökotüüp;экотип
2533;EÜ poliitika, EÜ strateegia;политика ЕС
